=== Suite started at 2021-12-10 23:36:14
=== Starting test, 1586 test cases
=cases         1586
=group_props   [{name,"muc_groupchat_msg"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #724 {ejabberd_SUITE,muc_groupchat_msg_master} ***
=== 
=case          ejabberd_SUITE:muc_groupchat_msg_slave
=group_props   [{name,"muc_groupchat_msg"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #725 {ejabberd_SUITE,muc_groupchat_msg_slave} ***
=== 
=case          ejabberd_SUITE:muc_private_msg_master
=group_props   [{name,"muc_private_msg"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #726 {ejabberd_SUITE,muc_private_msg_master} ***
=== 
=case          ejabberd_SUITE:muc_private_msg_slave
=group_props   [{name,"muc_private_msg"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #727 {ejabberd_SUITE,muc_private_msg_slave} ***
=== 
=case          ejabberd_SUITE:muc_set_subject_master
=group_props   [{name,"muc_set_subject"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #728 {ejabberd_SUITE,muc_set_subject_master} ***
=== 
=case          ejabberd_SUITE:muc_set_subject_slave
=group_props   [{name,"muc_set_subject"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #729 {ejabberd_SUITE,muc_set_subject_slave} ***
=== 
=case          ejabberd_SUITE:muc_history_master
=group_props   [{name,"muc_history"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #730 {ejabberd_SUITE,muc_history_master} ***
=== 
=case          ejabberd_SUITE:muc_history_slave
=group_props   [{name,"muc_history"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #731 {ejabberd_SUITE,muc_history_slave} ***
=== 
=case          ejabberd_SUITE:muc_invite_master
=group_props   [{name,"muc_invite"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #732 {ejabberd_SUITE,muc_invite_master} ***
=== 
=case          ejabberd_SUITE:muc_invite_slave
=group_props   [{name,"muc_invite"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #733 {ejabberd_SUITE,muc_invite_slave} ***
=== 
=case          ejabberd_SUITE:muc_invite_members_only_master
=group_props   [{name,"muc_invite_members_only"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #734 {ejabberd_SUITE,muc_invite_members_only_master} ***
=== 
=case          ejabberd_SUITE:muc_invite_members_only_slave
=group_props   [{name,"muc_invite_members_only"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #735 {ejabberd_SUITE,muc_invite_members_only_slave} ***
=== 
=case          ejabberd_SUITE:muc_invite_password_protected_master
=group_props   [{name,"muc_invite_password_protected"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #736 {ejabberd_SUITE,muc_invite_password_protected_master} ***
=== 
=case          ejabberd_SUITE:muc_invite_password_protected_slave
=group_props   [{name,"muc_invite_password_protected"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #737 {ejabberd_SUITE,muc_invite_password_protected_slave} ***
=== 
=case          ejabberd_SUITE:muc_voice_request_master
=group_props   [{name,"muc_voice_request"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #738 {ejabberd_SUITE,muc_voice_request_master} ***
=== 
=case          ejabberd_SUITE:muc_voice_request_slave
=group_props   [{name,"muc_voice_request"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #739 {ejabberd_SUITE,muc_voice_request_slave} ***
=== 
=case          ejabberd_SUITE:muc_change_role_master
=group_props   [{name,"muc_change_role"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #740 {ejabberd_SUITE,muc_change_role_master} ***
=== 
=case          ejabberd_SUITE:muc_change_role_slave
=group_props   [{name,"muc_change_role"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #741 {ejabberd_SUITE,muc_change_role_slave} ***
=== 
=case          ejabberd_SUITE:muc_kick_master
=group_props   [{name,"muc_kick"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #742 {ejabberd_SUITE,muc_kick_master} ***
=== 
=case          ejabberd_SUITE:muc_kick_slave
=group_props   [{name,"muc_kick"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #743 {ejabberd_SUITE,muc_kick_slave} ***
=== 
=case          ejabberd_SUITE:muc_change_affiliation_master
=group_props   [{name,"muc_change_affiliation"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #744 {ejabberd_SUITE,muc_change_affiliation_master} ***
=== 
=case          ejabberd_SUITE:muc_change_affiliation_slave
=group_props   [{name,"muc_change_affiliation"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #745 {ejabberd_SUITE,muc_change_affiliation_slave} ***
=== 
=case          ejabberd_SUITE:muc_destroy_master
=group_props   [{name,"muc_destroy"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #746 {ejabberd_SUITE,muc_destroy_master} ***
=== 
=case          ejabberd_SUITE:muc_destroy_slave
=group_props   [{name,"muc_destroy"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #747 {ejabberd_SUITE,muc_destroy_slave} ***
=== 
=case          ejabberd_SUITE:muc_vcard_master
=group_props   [{name,"muc_vcard"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #748 {ejabberd_SUITE,muc_vcard_master} ***
=== 
=case          ejabberd_SUITE:muc_vcard_slave
=group_props   [{name,"muc_vcard"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #749 {ejabberd_SUITE,muc_vcard_slave} ***
=== 
=case          ejabberd_SUITE:muc_nick_change_master
=group_props   [{name,"muc_nick_change"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #750 {ejabberd_SUITE,muc_nick_change_master} ***
=== 
=case          ejabberd_SUITE:muc_nick_change_slave
=group_props   [{name,"muc_nick_change"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #751 {ejabberd_SUITE,muc_nick_change_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_title_desc_master
=group_props   [{name,"muc_config_title_desc"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #752 {ejabberd_SUITE,muc_config_title_desc_master} ***
=== 
=case          ejabberd_SUITE:muc_config_title_desc_slave
=group_props   [{name,"muc_config_title_desc"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #753 {ejabberd_SUITE,muc_config_title_desc_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_public_list_master
=group_props   [{name,"muc_config_public_list"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #754 {ejabberd_SUITE,muc_config_public_list_master} ***
=== 
=case          ejabberd_SUITE:muc_config_public_list_slave
=group_props   [{name,"muc_config_public_list"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #755 {ejabberd_SUITE,muc_config_public_list_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_password_master
=group_props   [{name,"muc_config_password"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #756 {ejabberd_SUITE,muc_config_password_master} ***
=== 
=case          ejabberd_SUITE:muc_config_password_slave
=group_props   [{name,"muc_config_password"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #757 {ejabberd_SUITE,muc_config_password_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_whois_master
=group_props   [{name,"muc_config_whois"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #758 {ejabberd_SUITE,muc_config_whois_master} ***
=== 
=case          ejabberd_SUITE:muc_config_whois_slave
=group_props   [{name,"muc_config_whois"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #759 {ejabberd_SUITE,muc_config_whois_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_members_only_master
=group_props   [{name,"muc_config_members_only"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #760 {ejabberd_SUITE,muc_config_members_only_master} ***
=== 
=case          ejabberd_SUITE:muc_config_members_only_slave
=group_props   [{name,"muc_config_members_only"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #761 {ejabberd_SUITE,muc_config_members_only_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_moderated_master
=group_props   [{name,"muc_config_moderated"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #762 {ejabberd_SUITE,muc_config_moderated_master} ***
=== 
=case          ejabberd_SUITE:muc_config_moderated_slave
=group_props   [{name,"muc_config_moderated"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #763 {ejabberd_SUITE,muc_config_moderated_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_private_messages_master
=group_props   [{name,"muc_config_private_messages"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #764 {ejabberd_SUITE,muc_config_private_messages_master} ***
=== 
=case          ejabberd_SUITE:muc_config_private_messages_slave
=group_props   [{name,"muc_config_private_messages"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #765 {ejabberd_SUITE,muc_config_private_messages_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_query_master
=group_props   [{name,"muc_config_query"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #766 {ejabberd_SUITE,muc_config_query_master} ***
=== 
=case          ejabberd_SUITE:muc_config_query_slave
=group_props   [{name,"muc_config_query"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #767 {ejabberd_SUITE,muc_config_query_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_allow_invites_master
=group_props   [{name,"muc_config_allow_invites"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #768 {ejabberd_SUITE,muc_config_allow_invites_master} ***
=== 
=case          ejabberd_SUITE:muc_config_allow_invites_slave
=group_props   [{name,"muc_config_allow_invites"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #769 {ejabberd_SUITE,muc_config_allow_invites_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_status_master
=group_props   [{name,"muc_config_visitor_status"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #770 {ejabberd_SUITE,muc_config_visitor_status_master} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_status_slave
=group_props   [{name,"muc_config_visitor_status"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #771 {ejabberd_SUITE,muc_config_visitor_status_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_allow_voice_requests_master
=group_props   [{name,"muc_config_allow_voice_requests"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #772 {ejabberd_SUITE,muc_config_allow_voice_requests_master} ***
=== 
=case          ejabberd_SUITE:muc_config_allow_voice_requests_slave
=group_props   [{name,"muc_config_allow_voice_requests"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #773 {ejabberd_SUITE,muc_config_allow_voice_requests_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_voice_request_interval_master
=group_props   [{name,"muc_config_voice_request_interval"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #774 {ejabberd_SUITE,muc_config_voice_request_interval_master} ***
=== 
=case          ejabberd_SUITE:muc_config_voice_request_interval_slave
=group_props   [{name,"muc_config_voice_request_interval"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #775 {ejabberd_SUITE,muc_config_voice_request_interval_slave} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_nickchange_master
=group_props   [{name,"muc_config_visitor_nickchange"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #776 {ejabberd_SUITE,muc_config_visitor_nickchange_master} ***
=== 
=case          ejabberd_SUITE:muc_config_visitor_nickchange_slave
=group_props   [{name,"muc_config_visitor_nickchange"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #777 {ejabberd_SUITE,muc_config_visitor_nickchange_slave} ***
=== 
=case          ejabberd_SUITE:muc_join_conflict_master
=group_props   [{name,"muc_join_conflict"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #778 {ejabberd_SUITE,muc_join_conflict_master} ***
=== 
=case          ejabberd_SUITE:muc_join_conflict_slave
=group_props   [{name,"muc_join_conflict"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #779 {ejabberd_SUITE,muc_join_conflict_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_bare_jid_master
=group_props   [{name,"privacy_deny_bare_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #780 {ejabberd_SUITE,privacy_deny_bare_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_bare_jid_slave
=group_props   [{name,"privacy_deny_bare_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #781 {ejabberd_SUITE,privacy_deny_bare_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_full_jid_master
=group_props   [{name,"privacy_deny_full_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #782 {ejabberd_SUITE,privacy_deny_full_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_full_jid_slave
=group_props   [{name,"privacy_deny_full_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #783 {ejabberd_SUITE,privacy_deny_full_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_master
=group_props   [{name,"privacy_deny_server_bare_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #784 {ejabberd_SUITE,privacy_deny_server_bare_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_bare_jid_slave
=group_props   [{name,"privacy_deny_server_bare_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #785 {ejabberd_SUITE,privacy_deny_server_bare_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_full_jid_master
=group_props   [{name,"privacy_deny_server_full_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #786 {ejabberd_SUITE,privacy_deny_server_full_jid_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_server_full_jid_slave
=group_props   [{name,"privacy_deny_server_full_jid"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #787 {ejabberd_SUITE,privacy_deny_server_full_jid_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_group_master
=group_props   [{name,"privacy_deny_group"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #788 {ejabberd_SUITE,privacy_deny_group_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_group_slave
=group_props   [{name,"privacy_deny_group"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #789 {ejabberd_SUITE,privacy_deny_group_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_both_master
=group_props   [{name,"privacy_deny_sub_both"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #790 {ejabberd_SUITE,privacy_deny_sub_both_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_both_slave
=group_props   [{name,"privacy_deny_sub_both"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #791 {ejabberd_SUITE,privacy_deny_sub_both_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_from_master
=group_props   [{name,"privacy_deny_sub_from"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #792 {ejabberd_SUITE,privacy_deny_sub_from_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_from_slave
=group_props   [{name,"privacy_deny_sub_from"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #793 {ejabberd_SUITE,privacy_deny_sub_from_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_to_master
=group_props   [{name,"privacy_deny_sub_to"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #794 {ejabberd_SUITE,privacy_deny_sub_to_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_to_slave
=group_props   [{name,"privacy_deny_sub_to"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #795 {ejabberd_SUITE,privacy_deny_sub_to_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_none_master
=group_props   [{name,"privacy_deny_sub_none"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #796 {ejabberd_SUITE,privacy_deny_sub_none_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_sub_none_slave
=group_props   [{name,"privacy_deny_sub_none"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #797 {ejabberd_SUITE,privacy_deny_sub_none_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_all_master
=group_props   [{name,"privacy_deny_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #798 {ejabberd_SUITE,privacy_deny_all_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_all_slave
=group_props   [{name,"privacy_deny_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #799 {ejabberd_SUITE,privacy_deny_all_slave} ***
=== 
=case          ejabberd_SUITE:privacy_deny_offline_master
=group_props   [{name,"privacy_deny_offline"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #800 {ejabberd_SUITE,privacy_deny_offline_master} ***
=== 
=case          ejabberd_SUITE:privacy_deny_offline_slave
=group_props   [{name,"privacy_deny_offline"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #801 {ejabberd_SUITE,privacy_deny_offline_slave} ***
=== 
=case          ejabberd_SUITE:privacy_block_master
=group_props   [{name,"privacy_block"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #802 {ejabberd_SUITE,privacy_block_master} ***
=== 
=case          ejabberd_SUITE:privacy_block_slave
=group_props   [{name,"privacy_block"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #803 {ejabberd_SUITE,privacy_block_slave} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_master
=group_props   [{name,"privacy_unblock"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #804 {ejabberd_SUITE,privacy_unblock_master} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_slave
=group_props   [{name,"privacy_unblock"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #805 {ejabberd_SUITE,privacy_unblock_slave} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_all_master
=group_props   [{name,"privacy_unblock_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #806 {ejabberd_SUITE,privacy_unblock_all_master} ***
=== 
=case          ejabberd_SUITE:privacy_unblock_all_slave
=group_props   [{name,"privacy_unblock_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #807 {ejabberd_SUITE,privacy_unblock_all_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_publish_master
=group_props   [{name,"pubsub_publish"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #808 {ejabberd_SUITE,pubsub_publish_master} ***
=== 
=case          ejabberd_SUITE:pubsub_publish_slave
=group_props   [{name,"pubsub_publish"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #809 {ejabberd_SUITE,pubsub_publish_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_subscriptions_master
=group_props   [{name,"pubsub_subscriptions"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #810 {ejabberd_SUITE,pubsub_subscriptions_master} ***
=== 
=case          ejabberd_SUITE:pubsub_subscriptions_slave
=group_props   [{name,"pubsub_subscriptions"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #811 {ejabberd_SUITE,pubsub_subscriptions_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_affiliations_master
=group_props   [{name,"pubsub_affiliations"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #812 {ejabberd_SUITE,pubsub_affiliations_master} ***
=== 
=case          ejabberd_SUITE:pubsub_affiliations_slave
=group_props   [{name,"pubsub_affiliations"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #813 {ejabberd_SUITE,pubsub_affiliations_slave} ***
=== 
=case          ejabberd_SUITE:pubsub_authorize_master
=group_props   [{name,"pubsub_authorize"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #814 {ejabberd_SUITE,pubsub_authorize_master} ***
=== 
=case          ejabberd_SUITE:pubsub_authorize_slave
=group_props   [{name,"pubsub_authorize"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #815 {ejabberd_SUITE,pubsub_authorize_slave} ***
=== 
=case          ejabberd_SUITE:roster_subscribe_master
=group_props   [{name,"roster_subscribe"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #816 {ejabberd_SUITE,roster_subscribe_master} ***
=== 
=case          ejabberd_SUITE:roster_subscribe_slave
=group_props   [{name,"roster_subscribe"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #817 {ejabberd_SUITE,roster_subscribe_slave} ***
=== 
=case          ejabberd_SUITE:offline_flex_master
=group_props   [{name,"offline_flex"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #818 {ejabberd_SUITE,offline_flex_master} ***
=== 
=case          ejabberd_SUITE:offline_flex_slave
=group_props   [{name,"offline_flex"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #819 {ejabberd_SUITE,offline_flex_slave} ***
=== 
=case          ejabberd_SUITE:offline_send_all_master
=group_props   [{name,"offline_send_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #820 {ejabberd_SUITE,offline_send_all_master} ***
=== 
=case          ejabberd_SUITE:offline_send_all_slave
=group_props   [{name,"offline_send_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #821 {ejabberd_SUITE,offline_send_all_slave} ***
=== 
=case          ejabberd_SUITE:offline_from_mam_master
=group_props   [{name,"offline_from_mam"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #822 {ejabberd_SUITE,offline_from_mam_master} ***
=== 
=case          ejabberd_SUITE:offline_from_mam_slave
=group_props   [{name,"offline_from_mam"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #823 {ejabberd_SUITE,offline_from_mam_slave} ***
=== 
=case          ejabberd_SUITE:offline_mucsub_mam_master
=group_props   [{name,"offline_mucsub_mam"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #824 {ejabberd_SUITE,offline_mucsub_mam_master} ***
=== 
=case          ejabberd_SUITE:offline_mucsub_mam_slave
=group_props   [{name,"offline_mucsub_mam"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #825 {ejabberd_SUITE,offline_mucsub_mam_slave} ***
=== 
=case          ejabberd_SUITE:mam_archived_and_stanza_id_master
=group_props   [{name,"mam_archived_and_stanza_id"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #826 {ejabberd_SUITE,mam_archived_and_stanza_id_master} ***
=== 
=case          ejabberd_SUITE:mam_archived_and_stanza_id_slave
=group_props   [{name,"mam_archived_and_stanza_id"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #827 {ejabberd_SUITE,mam_archived_and_stanza_id_slave} ***
=== 
=case          ejabberd_SUITE:mam_query_all_master
=group_props   [{name,"mam_query_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #828 {ejabberd_SUITE,mam_query_all_master} ***
=== 
=case          ejabberd_SUITE:mam_query_all_slave
=group_props   [{name,"mam_query_all"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #829 {ejabberd_SUITE,mam_query_all_slave} ***
=== 
=case          ejabberd_SUITE:mam_query_with_master
=group_props   [{name,"mam_query_with"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #830 {ejabberd_SUITE,mam_query_with_master} ***
=== 
=case          ejabberd_SUITE:mam_query_with_slave
=group_props   [{name,"mam_query_with"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
=== *** Skipping test case #831 {ejabberd_SUITE,mam_query_with_slave} ***
=== 
=case          ejabberd_SUITE:mam_query_rsm_max_master
=group_props   [{name,"mam_query_rsm_max"}]
=started       2021-12-10 23:38:07
=result        skipped: {disabled_backend,mysql}
